cifname,mofid,mofkey,simples_nodes,simples_linkers,simples,topology,cat
4132747,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.csq.cat0,Zr.HVCDAMXLLUJLQZ.MOFkey-v1.csq,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],['[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,csq,0.0
4132805,[N]C=[N].[O-]C(=O)c1ccc(o1)C(=O)[O-].[Zn] MOFid-v1.sql.cat1,Zn.AZMROZKVPIJDRQ.CHTHALBTIRVDBM.MOFkey-v1.sql,['[Zn]'],"['[N]C=[N]', '[O-]C(=O)c1ccc(o1)C(=O)[O-]']",[N]C=[N].[O-]C(=O)c1ccc(o1)C(=O)[O-].[Zn],sql,1.0
4132807,NN1C=CN(C2=C1N=C[N]2)N.NN1[CH]C=C(C2=C1N=C[N]2)N.NN1[CH]C=C(C2=C1[N]C=N2)N.N[C]=C1N=CN=C1C(=[CH])N.N[C]=C1N=C[N]C1=[C]N.N[N]C1=NC=NC1=[C]N.N[N]C1=NC=N[C]1C(=[CH])N.Nc1ccc(c2c1N=C[N]2)N.[O-]C(=O)c1ccc(o1)C(=O)[O-].[Zn] MOFid-v1.sql.cat1,Zn.CHTHALBTIRVDBM.CNHWAKSGIPITJB.HARLJAJMGAHIMP.LDPQGGNTNXUUCZ.OEDUHUIQJZBBRL.PFDVIRMHBPCZEI.PYNZOWKTRHHFAE.UZFCOJKTDYBXEW.MOFkey-v1.sql,['[Zn]'],"['NN1C=CN(C2=C1N=C[N]2)N', 'NN1[CH]C=C(C2=C1N=C[N]2)N', 'NN1[CH]C=C(C2=C1[N]C=N2)N', 'N[C]=C1N=CN=C1C(=[CH])N', 'N[C]=C1N=C[N]C1=[C]N', 'N[N]C1=NC=NC1=[C]N', 'N[N]C1=NC=N[C]1C(=[CH])N', 'Nc1ccc(c2c1N=C[N]2)N', '[O-]C(=O)c1ccc(o1)C(=O)[O-]']",NN1C=CN(C2=C1N=C[N]2)N.NN1[CH]C=C(C2=C1N=C[N]2)N.NN1[CH]C=C(C2=C1[N]C=N2)N.N[C]=C1N=CN=C1C(=[CH])N.N[C]=C1N=C[N]C1=[C]N.N[N]C1=NC=NC1=[C]N.N[N]C1=NC=N[C]1C(=[CH])N.Nc1ccc(c2c1N=C[N]2)N.[O-]C(=O)c1ccc(o1)C(=O)[O-].[Zn],sql,1.0
4132808,[O][V][V]123([O])[N]4=C5C=CC4=C(c4n2c(C(=C2[N]1=C(C=C2)C(=c1n3c(=C5c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])cc4)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.sql.cat0,Zn.JMDWZBAUPXYWMV.MOFkey-v1.sql,['[Zn][Zn]'],['[O][V][V]123([O])[N]4=C5C=CC4=C(c4n2c(C(=C2[N]1=C(C=C2)C(=c1n3c(=C5c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])cc4)c1ccc(cc1)C(=O)[O-]'],[O][V][V]123([O])[N]4=C5C=CC4=C(c4n2c(C(=C2[N]1=C(C=C2)C(=c1n3c(=C5c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])cc4)c1ccc(cc1)C(=O)[O-].[Zn][Zn],sql,0.0
4132821,"[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C12C3[CH]C([CH]3)C3(C4C1C2C34)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O] MOFid-v1.lvt,pyr.cat0",Zr.TYZNUCZOAGMENR.MOFkey-v1.lvt,['[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C12C3[CH]C([CH]3)C3(C4C1C2C34)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C12C3[CH]C([CH]3)C3(C4C1C2C34)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O],"lvt,pyr",0.0
4132824,[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56([O]3[Zr]37([O]2[Zr]28([O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])([O])[O])([O])([O])[O])([O])([O])[O])([O])([O])[O] MOFid-v1.dia.cat1,ZnDy.FXPLCAKVOYHAJA.MOFkey-v1.dia,['[O][Zr]123([O])[O]4[Zr]56([O]3[Zr]37([O]2[Zr]28([O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])([O])[O])([O])([O])[O])([O])([O])[O])([O])([O])[O]'],['[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-]'],[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56([O]3[Zr]37([O]2[Zr]28([O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])([O])[O])([O])([O])[O])([O])([O])[O])([O])([O])[O],dia,1.0
4132825,[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56([O]3[Zr]37([O]2[Zr]28([O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O] MOFid-v1.dia.cat1,Cd.MESQWWFGNOQOMI.MOFkey-v1.dia,['[O][Zr]123([O])[O]4[Zr]56([O]3[Zr]37([O]2[Zr]28([O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-]'],[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56([O]3[Zr]37([O]2[Zr]28([O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O],dia,1.0
4132826,"[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1C2C1C1C2[C]1c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O] MOFid-v1.lvt,lim.cat0",Zr.YUBLFSRWXGKNFQ.MOFkey-v1.lvt,['[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1C2C1C1C2[C]1c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1C2C1C1C2[C]1c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O],"lvt,lim",0.0
4132897,OC(c1ccc(cc1)Cl)C(=O)[O-].[Co].n1ccc(cc1)c1ccncc1 MOFid-v1.hcb.cat0,Fe.ZYMPFZOQMRLYRK.MOFkey-v1.hcb,['[Co]'],"['OC(c1ccc(cc1)Cl)C(=O)[O-]', 'n1ccc(cc1)c1ccncc1']",OC(c1ccc(cc1)Cl)C(=O)[O-].[Co].n1ccc(cc1)c1ccncc1,hcb,0.0
4132912,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O] MOFid-v1.scu.cat0,Zr.PEMTXMIHOCMFHH.MOFkey-v1.scu,['[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O],scu,0.0
4132922,[O-]C(=O)c1ccc(cc1)C1=CC(=CC(=[C]1)c1ccc(cc1)C(=O)[O-])C1=CC(=[C]C(=C1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O] MOFid-v1.scu.cat0,Zr.VDKACFMHSWWEQJ.MOFkey-v1.scu,['[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)c1ccc(cc1)C1=CC(=CC(=[C]1)c1ccc(cc1)C(=O)[O-])C1=CC(=[C]C(=C1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)C1=CC(=CC(=[C]1)c1ccc(cc1)C(=O)[O-])C1=CC(=[C]C(=C1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O],scu,0.0
4132947,[Cu].[O-]C(=O)c1cccc2c1cccn2 MOFid-v1.sql.cat0,Cu.RAYMXZBXQCGRGX.MOFkey-v1.sql,['[Cu]'],['[O-]C(=O)c1cccc2c1cccn2'],[Cu].[O-]C(=O)c1cccc2c1cccn2,sql,0.0
4132953,[Cu][O]1[Cu][O]([Cu]1)[Cu].[O-]C(=O)c1ccncc1 MOFid-v1.bcu.cat0,Cu.TWBYWOBDOCUKOW.MOFkey-v1.bcu,['[Cu][O]1[Cu][O]([Cu]1)[Cu]'],['[O-]C(=O)c1ccncc1'],[Cu][O]1[Cu][O]([Cu]1)[Cu].[O-]C(=O)c1ccncc1,bcu,0.0
4132954,Cl[Cu][O]([Cu]Cl)([Cu])[Cu].Cl[Cu][O]1([Cu])[Cu][Cu]1Cl.[O-]C(=O)c1ccncc1 MOFid-v1.bcu.cat0,Cu.TWBYWOBDOCUKOW.MOFkey-v1.bcu,"['Cl[Cu][O]([Cu]Cl)([Cu])[Cu]', 'Cl[Cu][O]1([Cu])[Cu][Cu]1Cl']",['[O-]C(=O)c1ccncc1'],Cl[Cu][O]([Cu]Cl)([Cu])[Cu].Cl[Cu][O]1([Cu])[Cu][Cu]1Cl.[O-]C(=O)c1ccncc1,bcu,0.0
4133098,[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)[C]=C[C]C=[C]C(=O)[O-].[O-]C(=O)[C]C=[C]C=[C]C(=O)[O-].[O][Cu][Cu][O] MOFid-v1.kgm.cat2,Cu.GZJYHAYPVZNUJX.HVGCFBIFCFQMLA.MOFkey-v1.kgm,['[O][Cu][Cu][O]'],"['[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-]', '[O-]C(=O)[C]=C[C]C=[C]C(=O)[O-]', '[O-]C(=O)[C]C=[C]C=[C]C(=O)[O-]']",[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)[C]=C[C]C=[C]C(=O)[O-].[O-]C(=O)[C]C=[C]C=[C]C(=O)[O-].[O][Cu][Cu][O],kgm,2.0
4133099,[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)[C]C=[C]C(=O)[O-].[O][Cu][Cu][O] MOFid-v1.kgm.cat2,Cu.GZJYHAYPVZNUJX.UHHNMTIETHWZQT.MOFkey-v1.kgm,['[O][Cu][Cu][O]'],"['[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-]', '[O-]C(=O)[C]C=[C]C(=O)[O-]']",[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)[C]C=[C]C(=O)[O-].[O][Cu][Cu][O],kgm,2.0
4133317,[O-]C(=O)c1ccc(cc1)C1=[C][C]=C([C]=[C]1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,Zr.CRLKWGCJXNAPTA.MOFkey-v1.fcu,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],['[O-]C(=O)c1ccc(cc1)C1=[C][C]=C([C]=[C]1)c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)C1=[C][C]=C([C]=[C]1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,fcu,0.0
4133552,[O-]C(=O)c1ccc(cc1)c1cc2c3cc(cc4c3c3c5c2c(c1)c1cc(cc2c1c5c1c5c3c3c4cc(cc3c3c5c(c4c1c2cc(c4)c1ccc(cc1)C(=O)[O-])cc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56([O]3[Zr]37([O]2[Zr]28([O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O] MOFid-v1.hxg.cat0,NA.MISSING_LINKERS.MOFkey-v1.hxg,['[O][Zr]123([O])[O]4[Zr]56([O]3[Zr]37([O]2[Zr]28([O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)c1ccc(cc1)c1cc2c3cc(cc4c3c3c5c2c(c1)c1cc(cc2c1c5c1c5c3c3c4cc(cc3c3c5c(c4c1c2cc(c4)c1ccc(cc1)C(=O)[O-])cc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc2c3cc(cc4c3c3c5c2c(c1)c1cc(cc2c1c5c1c5c3c3c4cc(cc3c3c5c(c4c1c2cc(c4)c1ccc(cc1)C(=O)[O-])cc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56([O]3[Zr]37([O]2[Zr]28([O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O],hxg,0.0
4133553,"[O-]C(=O)C1=C([C])N2N([C]1[C])[C]1N3N([Cu]2(I)N2N1[C]([C])C(=C2[C])C(=O)[O-])C(=C([C]3[C])C(=O)[O-])[C].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.the,fcu.cat0",Zr.QFDUSCQNSYVFNT.MOFkey-v1.the,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],['[O-]C(=O)C1=C([C])N2N([C]1[C])[C]1N3N([Cu]2(I)N2N1[C]([C])C(=C2[C])C(=O)[O-])C(=C([C]3[C])C(=O)[O-])[C]'],[O-]C(=O)C1=C([C])N2N([C]1[C])[C]1N3N([Cu]2(I)N2N1[C]([C])C(=C2[C])C(=O)[O-])C(=C([C]3[C])C(=O)[O-])[C].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"the,fcu",0.0
4133765,[O-]C(=O)C1=CN=N[CH]1.[O-]C(=O)C1=C[N]N=C1.[Zn] MOFid-v1.tfz-d.cat7,Zn.WVDRSXGPQWNUBN.XLOSLYHTOLUJOI.MOFkey-v1.tfz-d,['[Zn]'],"['[O-]C(=O)C1=CN=N[CH]1', '[O-]C(=O)C1=C[N]N=C1']",[O-]C(=O)C1=CN=N[CH]1.[O-]C(=O)C1=C[N]N=C1.[Zn],tfz-d,7.0
4133796,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=NN2N([N]1)[Tb]134([O])[OH]5[Tb]67([OH]4[Tb]482([OH]3[Tb]23([OH]1[Tb]15([OH]7[Tb]([OH]42)([OH]68)([OH]31)[O])[O])[O])[O])[O].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=NN=N[N]1.[O][Tb]123[OH]4[Tb]567([OH]3[Tb]389([OH]2[Tb]2%10%11([OH]1[Tb]1%124([O]7[Tb]47%13([OH]6[Tb]6([OH]53)([OH]9[Tb]3([OH]%10[Tb]([OH]14)([OH]2%12)([OH]%133)[O])([O]8%11)([OH]76)[O])[O])[O])[O])[O])[O])[O] MOFid-v1.hxl.cat1,Tb.BQYRWACZSJOYIX.OHFCAASXEZNVPM.MOFkey-v1.hxl,['[O][Tb]123[OH]4[Tb]567([OH]3[Tb]389([OH]2[Tb]2%10%11([OH]1[Tb]1%124([O]7[Tb]47%13([OH]6[Tb]6([OH]53)([OH]9[Tb]3([OH]%10[Tb]([OH]14)([OH]2%12)([OH]%133)[O])([O]8%11)([OH]76)[O])[O])[O])[O])[O])[O])[O]'],"['[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=NN2N([N]1)[Tb]134([O])[OH]5[Tb]67([OH]4[Tb]482([OH]3[Tb]23([OH]1[Tb]15([OH]7[Tb]([OH]42)([OH]68)([OH]31)[O])[O])[O])[O])[O]', '[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=NN=N[N]1']",[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=NN2N([N]1)[Tb]134([O])[OH]5[Tb]67([OH]4[Tb]482([OH]3[Tb]23([OH]1[Tb]15([OH]7[Tb]([OH]42)([OH]68)([OH]31)[O])[O])[O])[O])[O].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=NN=N[N]1.[O][Tb]123[OH]4[Tb]567([OH]3[Tb]389([OH]2[Tb]2%10%11([OH]1[Tb]1%124([O]7[Tb]47%13([OH]6[Tb]6([OH]53)([OH]9[Tb]3([OH]%10[Tb]([OH]14)([OH]2%12)([OH]%133)[O])([O]8%11)([OH]76)[O])[O])[O])[O])[O])[O])[O],hxl,1.0
4133829,[Bi].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-] MOFid-v1.sql.cat1,Bi.XQMFYBSHBCPMBJ.MOFkey-v1.sql,['[Bi]'],['[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-]'],[Bi].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-],sql,1.0
4133830,[Bi].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-] MOFid-v1.hcb.cat1,Bi.XQMFYBSHBCPMBJ.MOFkey-v1.hcb,['[Bi]'],['[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-]'],[Bi].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-],hcb,1.0
4134111,[O-]C(=O)c1c(N)cc(cc1N)c1ccc(cc1)c1cc(N)c(c(c1)N)C(=O)[O-].[O][Yb]123[O]4[Yb]56([O]3[Yb]37([O]2[Yb]28([O]1[Yb]14([O]6[Yb]([O]53)([O]21)([O]78)[O])[O])[O])[O])[O] MOFid-v1.fcu.cat0,Yb.LCLDUNLSDOXXKJ.MOFkey-v1.fcu,['[O][Yb]123[O]4[Yb]56([O]3[Yb]37([O]2[Yb]28([O]1[Yb]14([O]6[Yb]([O]53)([O]21)([O]78)[O])[O])[O])[O])[O]'],['[O-]C(=O)c1c(N)cc(cc1N)c1ccc(cc1)c1cc(N)c(c(c1)N)C(=O)[O-]'],[O-]C(=O)c1c(N)cc(cc1N)c1ccc(cc1)c1cc(N)c(c(c1)N)C(=O)[O-].[O][Yb]123[O]4[Yb]56([O]3[Yb]37([O]2[Yb]28([O]1[Yb]14([O]6[Yb]([O]53)([O]21)([O]78)[O])[O])[O])[O])[O],fcu,0.0
4134160,C1=C[N]C=N1.C1=N[CH]C=N1.CC1=N[C]=[C][N]1.[Zn] MOFid-v1.cag.cat0,Zn.AODALHUPEBREOC.NDQPDURRWGFAGS.MOFkey-v1.cag,['[Zn]'],"['C1=C[N]C=N1', 'C1=N[CH]C=N1', 'CC1=N[C]=[C][N]1']",C1=C[N]C=N1.C1=N[CH]C=N1.CC1=N[C]=[C][N]1.[Zn],cag,0.0
4134161,C1=C[N]C=N1.C1=N[CH]C=N1.[Zn] MOFid-v1.hcb.cat1,Zn.AODALHUPEBREOC.MOFkey-v1.hcb,['[Zn]'],"['C1=C[N]C=N1', 'C1=N[CH]C=N1']",C1=C[N]C=N1.C1=N[CH]C=N1.[Zn],hcb,1.0
4134162,C1=C[N]C=N1.C1=N[CH]C=N1.[C]1=[C][N]C=N1.[Zn] MOFid-v1.hcb.cat1,Zn.AODALHUPEBREOC.YLZIKIBLOIHYRN.MOFkey-v1.hcb,['[Zn]'],"['C1=C[N]C=N1', 'C1=N[CH]C=N1', '[C]1=[C][N]C=N1']",C1=C[N]C=N1.C1=N[CH]C=N1.[C]1=[C][N]C=N1.[Zn],hcb,1.0
4134163,C1=C[N]C=N1.C1=N[CH]C=N1.C1=N[C][C]=N1.[C]1=[C][N]C=N1.[Zn] MOFid-v1.hcb.cat1,Zn.AODALHUPEBREOC.YLZIKIBLOIHYRN.MOFkey-v1.hcb,['[Zn]'],"['C1=C[N]C=N1', 'C1=N[CH]C=N1', 'C1=N[C][C]=N1', '[C]1=[C][N]C=N1']",C1=C[N]C=N1.C1=N[CH]C=N1.C1=N[C][C]=N1.[C]1=[C][N]C=N1.[Zn],hcb,1.0
4134637,[O-]C(=O)c1ccc(cc1)C1=C2[CH2]=[CH2]C(=C(c3ccc(cc3)C(=O)[O-])C3=[NH]C(=C(C4=[CH2][CH2]=C(C(=C5[NH]=C1[CH2]=[CH2]5)c1ccc(cc1)C(=O)[O-])N4)c1ccc(cc1)C(=O)[O-])[CH2]=[CH2]3)N2.[O][Hf]123([O])[O]4[Hf]56([O]3[Hf]37([O]2[Hf]28([O]1[Hf]14([O]6[Hf]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O] MOFid-v1.she.cat0,Hf.ACNXYGRMDKEGAS.MOFkey-v1.she,['[O][Hf]123([O])[O]4[Hf]56([O]3[Hf]37([O]2[Hf]28([O]1[Hf]14([O]6[Hf]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)c1ccc(cc1)C1=C2[CH2]=[CH2]C(=C(c3ccc(cc3)C(=O)[O-])C3=[NH]C(=C(C4=[CH2][CH2]=C(C(=C5[NH]=C1[CH2]=[CH2]5)c1ccc(cc1)C(=O)[O-])N4)c1ccc(cc1)C(=O)[O-])[CH2]=[CH2]3)N2'],[O-]C(=O)c1ccc(cc1)C1=C2[CH2]=[CH2]C(=C(c3ccc(cc3)C(=O)[O-])C3=[NH]C(=C(C4=[CH2][CH2]=C(C(=C5[NH]=C1[CH2]=[CH2]5)c1ccc(cc1)C(=O)[O-])N4)c1ccc(cc1)C(=O)[O-])[CH2]=[CH2]3)N2.[O][Hf]123([O])[O]4[Hf]56([O]3[Hf]37([O]2[Hf]28([O]1[Hf]14([O]6[Hf]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O],she,0.0
4134826,N1=CC=N[C]1.[C]1=N[CH]C=N1.[O]B([O])[O].[Zn] MOFid-v1.xat.cat0,Zn.DFFAKBVEQKDFIK.MNDQAEFVHYKKNK.MOFkey-v1.xat,['[Zn]'],"['N1=CC=N[C]1', '[C]1=N[CH]C=N1', '[O]B([O])[O]']",N1=CC=N[C]1.[C]1=N[CH]C=N1.[O]B([O])[O].[Zn],xat,0.0
4134890,[Bi].[O-]C(=O)c1ccc(cc1)c1c(c2ccc(cc2)C(=O)[O-])c(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.rtl.cat0,Bi.LUIFAWBWDOLINT.MOFkey-v1.rtl,['[Bi]'],['[O-]C(=O)c1ccc(cc1)c1c(c2ccc(cc2)C(=O)[O-])c(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[Bi].[O-]C(=O)c1ccc(cc1)c1c(c2ccc(cc2)C(=O)[O-])c(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],rtl,0.0
